name,logo_src,location,type,avg_tuition_annually,avg_tuition_after_aid,avg_aid_pack,grad_rate,address,phone_number,website,application_link,acceptance_rate,reg_app_due_date,SAT_range,ACT_range,required_GPA,required_rank,required_ACT_SAT,student_to_faculty_ratio,retention_rate_majors_avail,financial_aid_app_due_date,avg_housing_cost,undergrad_pop,campus_life,majors_available
Clatsop Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3844_Logo.gif&w=3840&q=75,"Astoria, OR",2-year • Public,$10K,"$10,416",Not available,Not available,"1651 Lexington Ave, Astoria, OR 97103",Phone number not available,clatsopcc.edu,https://www.clatsopcc.edu/applynow/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,11:1,57%,Not available,Not available,Not available,Rural,17
Clary Sage College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1002835_Logo.gif&w=3840&q=75,"Tulsa, OK",Less than 2-year • Private,$20K,"$19,808",Not available,Not available,"3131 S Sheridan Rd, Tulsa, OK 74145",Phone number not available,clarysagecollege.com/admissions,https://www.clarysagecollege.com/apply/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,13:1,78%,Not available,Not available,Not available,Urban,9
Clarkson University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1312_Logo.gif&w=3840&q=75,"Potsdam, NY",4-year • Private,$32K,"$32,450","$56,049",73%,"8 Clarkson Ave, Potsdam, NY 13699",,clarkson.edu,https://www.clarkson.edu/apply,77%,January 15,1205–1385*,25–32*,Recommended,Considered but not required,Considered if submitted,13:1,85%,February 1,"$18,252","2,196",Small • Rural,55
Clarkson College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1964_Logo.gif&w=3840&q=75,"Omaha, NE",4-year • Private,$15K,"$14,506",Not available,73%,"101 S 42nd St, Omaha, NE 68131",Phone number not available,clarksoncollege.edu,https://clarksoncollegeconnect.force.com/ERx_Forms__Portal_Login,56%,Not available,Not available*,Not available*,Required,Neither required nor recommended,Not available,15:1,73%,Not available,"$6,500",Not available,Urban,16
Clarke University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3063_Logo.gif&w=3840&q=75,"Dubuque, IA",4-year • Private,$27K,"$27,275","$34,794",58%,"1550 Clarke Dr, Dubuque, IA 52001",,clarke.edu,https://crm.clarke.edu/apply/?_ga=2.79769621.321199115.1683057915-1251789620.1683057911,66%,Not available,930–1120*,19–25*,Recommended,Considered but not required,Considered if submitted,8:1,72%,Not available,"$11,734",702,Small • Urban,34
Clark University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3208_Logo.gif&w=3840&q=75,"Worcester, MA",4-year • Private,$32K,"$32,053","$44,951",76%,"950 Main St, Worcester, MA 01610",,clarku.edu,https://www.clarku.edu/undergraduate-admissions/apply/,40%,January 15,1300–1450*,30–33*,Required,Considered but not required,Considered if submitted,9:1,88%,January 15,"$12,500","2,213",Small • Urban,62
Clark State College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F2766_Logo.gif&w=3840&q=75,"Springfield, OH",4-year • Public,$8K,"$8,192",Not available,Not available,"570 E Leffel Ln, Springfield, OH 45505",Phone number not available,clarkstate.edu,https://www.clarkstate.edu/admissions/enroll-now/undergraduate-application/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,13:1,Not available,Not available,Not available,Not available,Suburban,64
Clark College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3671_Logo.gif&w=3840&q=75,"Vancouver, WA",4-year • Public,$9K,"$8,670",Not available,Not available,"1933 Fort Vancouver Way, Vancouver, WA 98663",Phone number not available,clark.edu,https://apply.ctc.edu/user,Not available,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Not available,12:1,Not available,Not available,Not available,Not available,Urban,54
Clark Atlanta University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3085_Logo.gif&w=3840&q=75,"Atlanta, GA",4-year • Private,$30K,"$30,015","$7,069",46%,"223 James P Brawley Dr SW, Atlanta, GA 30314",,cau.edu,https://futurepanther.cau.edu/,56%,May 1,Not available*,17–20*,Required,Neither required nor recommended,Considered if submitted,16:1,71%,Not available,"$12,018","3,419",Medium • Urban,43
Clarendon College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3062_Logo.gif&w=3840&q=75,"Clarendon, TX",2-year • Public,$8K,"$8,467",Not available,Not available,"1122 College Dr, Clarendon, TX 79226",Phone number not available,clarendoncollege.edu,https://www.clarendoncollege.edu/register,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,17:1,56%,Not available,"$4,672",Not available,Rural,29
Claremont McKenna College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3670_Logo.gif&w=3840&q=75,"Claremont, CA",4-year • Private,$29K,"$28,701","$67,675",91%,"500 E 9th St, Claremont, CA 91711",,cmc.edu,https://commonapp.org/,11%,January 10,1470–1530*,33–35*,Required,Considered but not required,Considered if submitted,8:1,96%,February 1,"$20,830","1,379",Small • Suburban,60
Claflin University,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3084_Logo.gif&w=3840&q=75,"Orangeburg, SC",4-year • Private,$20K,"$19,951",Not available,50%,"400 Magnolia St, Orangeburg, SC 29115",,claflin.edu,https://www.my.claflin.edu/ics/Admissions/,78%,March 1,Not available*,Not available*,Required,Required,Required,13:1,79%,Not available,"$9,480",Not available,Urban,45
Clackamas Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1141_Logo.gif&w=3840&q=75,"Oregon City, OR",2-year • Public,$4K,"$4,351",Not available,Not available,"19600 Molalla Ave, Oregon City, OR 97045",Phone number not available,clackamas.edu,https://onlineapplication.clackamas.edu/?_ga=2.34269537.1783865437.1652901396-1693065428.1652901396,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,14:1,55%,Not available,Not available,Not available,Suburban,63
City University of Seattle,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F2789_Logo.gif&w=3840&q=75,"Seattle, WA",4-year • Private,Not available,Not available,Not available,Not available,"521 Wall Street, Seattle, WA 98121",Phone number not available,cityu.edu,https://www.cityu.edu/applications-overview/undergraduate-application/,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,6:1,Not available,Not available,"$6,347",Not available,Urban,31
City University of New York: York College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3180_Logo.gif&w=3840&q=75,"Jamaica, NY",4-year • Public,$7K,"$6,670","$5,739",33%,"9420 Guy R Brewer Blvd, Jamaica, NY 11451",,york.cuny.edu,https://www.cuny.edu/admissions/apply-to-cuny/#apply,59%,June 1,Not available*,Not available*,Required,Required,Neither required nor recommended,13:1,60%,April 12,Not available,"4,439",Medium • Urban,65
City University of New York: Queensborough Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F118_Logo.gif&w=3840&q=75,"Oakland Gardens, NY",2-year • Public,$7K,"$7,351",Not available,Not available,"22205 56th Ave, Oakland Gardens, NY 11364",,qcc.cuny.edu,https://www.cuny.edu/admissions/undergraduate/apply/,89%,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,14:1,61%,Not available,Not available,"8,803",Medium • Urban,60
City University of New York: Queens College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1076_Logo.gif&w=3840&q=75,"Flushing, NY",4-year • Public,$6K,"$6,434","$5,632",56%,"6530 Kissena Blvd, Flushing, NY 11367",,qc.cuny.edu,https://www.qc.cuny.edu/admissions/apply-to-queens-college/,70%,Not available,1050–1170*,22–27*,Required,Neither required nor recommended,Considered if submitted,13:1,78%,February 1,"$15,099","13,060",Large • Urban,137
City University of New York: New York City College of Technology,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1440_Logo.gif&w=3840&q=75,"Brooklyn, NY",4-year • Public,$6K,"$6,406",Not available,30%,"300 Jay St, Brooklyn, NY 11201",,cuny.edu/admissions/apply.html,https://www.cuny.edu/admissions/apply-to-cuny/,82%,Not available,Not available*,Not available*,Recommended,Neither required nor recommended,Required for some,15:1,63%,Not available,Not available,"13,490",Large • Urban,69
City University of New York: Medgar Evers College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F894_Logo.gif&w=3840&q=75,"Brooklyn, NY",4-year • Public,$8K,"$8,250",Not available,22%,"1650 Bedford Ave Rm B2037, Brooklyn, NY 11225",,mec.cuny.edu,https://www.cuny.edu/admissions/apply-to-cuny/,88%,Not available,Not available*,Not available*,Considered but not required,Neither required nor recommended,Neither required nor recommended,14:1,39%,Not available,"$20,000","3,239",Medium • Urban,33
City University of New York: Lehman College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F747_Logo.gif&w=3840&q=75,"Bronx, NY",4-year • Public,$5K,"$4,974","$9,088",54%,"250 Bedford Park Blvd W, Bronx, NY 10468",,lehman.edu,https://www.cuny.edu/admissions/apply-to-cuny/,55%,Not available,Not available*,Not available*,Required,Neither required nor recommended,Neither required nor recommended,17:1,74%,Not available,"$15,008","10,485",Large • Urban,115
City University of New York: LaGuardia Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1661_Logo.gif&w=3840&q=75,"Long Island City, NY",2-year • Public,$9K,"$8,753",Not available,Not available,"3110 Thomson Ave, Long Island City, NY 11101",,laguardia.edu,https://www.laguardia.edu/admissions/apply/,89%,Not available,Not available*,Not available*,Not available,Not available,Not available,18:1,57%,Not available,Not available,"10,556",Large • Urban,50
City University of New York: Kingsborough Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3680_Logo.gif&w=3840&q=75,"Brooklyn, NY",2-year • Public,$8K,"$8,073",Not available,Not available,"2001 Oriental Blvd, Brooklyn, NY 11235",,kbcc.cuny.edu,https://www.kbcc.cuny.edu/admission/howtoapply.html,86%,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Not available,13:1,61%,Not available,Not available,"7,122",Medium • Urban,53
City University of New York: John Jay College of Criminal Justice,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3852_Logo.gif&w=3840&q=75,"New York, NY",4-year • Public,$5K,"$5,001","$5,877",54%,"524 W 59th St, New York, NY 10019",,jjay.cuny.edu,https://www.cuny.edu/admissions/undergraduate/apply/cuny-application/,57%,Not available,Not available*,Not available*,Required,Neither required nor recommended,Considered if submitted,17:1,82%,Not available,Not available,"11,588",Large • Urban,50
City University of New York: Hunter College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1162_Logo.gif&w=3840&q=75,"New York, NY",4-year • Public,$5K,"$4,848","$6,780",56%,"695 Park Ave, New York, NY 10065",,hunter.cuny.edu,https://www.cuny.edu/admissions/undergraduate/apply/,54%,Not available,1220–1453*,Not available*,Required,Neither required nor recommended,Considered if submitted,14:1,79%,May 24,"$4,290","16,642",Very Large • Urban,156
City University of New York: Hostos Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1163_Logo.gif&w=3840&q=75,"Bronx, NY",2-year • Public,$9K,"$8,716",Not available,Not available,"500 Grand Concourse, Bronx, NY 10451",Phone number not available,hostos.cuny.edu,https://www.hostos.cuny.edu/Administrative-Offices/Office-of-Admissions-and-Recruitment/How-To-Apply,Not available,Not available,Not available*,Not available*,Not available,Not available,Not available,13:1,53%,Not available,Not available,Not available,Urban,32
City University of New York: Guttman Community College,https://bigfuture.collegeboard.org/images/icons/Default-bf-illus-school-92.svg,"New York, NY",2-year • Public,Not available,Not available,Not available,Not available,"50 W 40th St, New York, NY 10018",Phone number not available,guttman.cuny.edu/#,https://www.cuny.edu/admissions/undergraduate/apply/cuny-application/,Not available,Not available,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Not available,Not available,Not available,Not available,Not available,Not available,Urban,Not available
City University of New York: College of Staten Island,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1079_Logo.gif&w=3840&q=75,"Staten Island, NY",4-year • Public,$7K,"$7,217","$8,371",51%,"2800 Victory Blvd, Staten Island, NY 10314",,csi.cuny.edu,https://www.csi.cuny.edu/admissions/applying-csi,93%,Not available,Not available*,Not available*,Required,Considered but not required,Considered if submitted,19:1,76%,Not available,"$21,155","9,473",Large • Urban,98
City University of New York: City College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F1311_Logo.gif&w=3840&q=75,"New York, NY",4-year • Public,$5K,"$5,181","$5,633",59%,"160 Convent Ave, New York, NY 10031",,ccny.cuny.edu,https://www.cuny.edu/admissions/undergraduate/apply/,61%,Not available,Not available*,Not available*,Required,Neither required nor recommended,Considered if submitted,14:1,79%,May 23,Not available,"11,934",Large • Urban,129
City University of New York: Brooklyn College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3406_Logo.gif&w=3840&q=75,"Brooklyn, NY",4-year • Public,$6K,"$5,972","$9,822",55%,"2900 Bedford Avenue, Brooklyn, NY 11210",,http://brooklyn.cuny.edu,https://www.cuny.edu/admissions/apply-to-cuny/,58%,February 1,Not available*,Not available*,Required,Neither required nor recommended,Neither required nor recommended,16:1,80%,Not available,Not available,"10,542",Large • Urban,129
City University of New York: Bronx Community College,https://bigfuture.collegeboard.org/_next/image?url=https%3A%2F%2Fsecure-media.collegeboard.org%2FCollegePlanning%2Fmedia%2Fimage%2Flogo%2F3410_Logo.gif&w=3840&q=75,"Bronx, NY",2-year • Public,$6K,"$5,592","$4,389",Not available,"2155 Dr Martin L King Jr Blvd, Bronx, NY 10453",,http://bcc.cuny.edu,https://www.bcc.cuny.edu/admission-financial-aid/admissions/on-the-spot-admission/,69%,August 11,Not available*,Not available*,Neither required nor recommended,Neither required nor recommended,Not available,14:1,54%,June 30,Not available,"5,766",Medium • Urban,48
